,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
0,2016-01-01,1151.278365892,-79.52542749108696,2801.619753042193,1151.278365892,1151.278365892,224.2774955410762,224.2774955410762,224.2774955410762,-3.4597314635194776,-3.4597314635194776,-3.4597314635194776,227.73722700459567,227.73722700459567,227.73722700459567,0.0,0.0,0.0,1375.5558614330762
1,2016-01-02,1146.5090870564366,-54.846005071778464,2742.6742151433555,1146.5090870564366,1146.5090870564366,207.24461870250533,207.24461870250533,207.24461870250533,15.15056685788359,15.15056685788359,15.15056685788359,192.09405184462176,192.09405184462176,192.09405184462176,0.0,0.0,0.0,1353.7537057589418
2,2016-01-03,1141.739808220873,-171.87251417815605,2736.8176978190477,1141.739808220873,1141.739808220873,149.54778278812518,149.54778278812518,149.54778278812518,-9.039748739960944,-9.039748739960944,-9.039748739960944,158.58753152808612,158.58753152808612,158.58753152808612,0.0,0.0,0.0,1291.2875910089983
3,2016-01-04,1136.9705293853099,50.888142145775454,2570.6549661060444,1136.9705293853099,1136.9705293853099,145.94379085754323,145.94379085754323,145.94379085754323,18.53630482888305,18.53630482888305,18.53630482888305,127.40748602866019,127.40748602866019,127.40748602866019,0.0,0.0,0.0,1282.9143202428531
4,2016-01-05,1132.2012505497464,-192.35261455391276,2720.010604428486,1132.2012505497464,1132.2012505497464,94.45433506775105,94.45433506775105,94.45433506775105,-4.161663500141277,-4.161663500141277,-4.161663500141277,98.61599856789232,98.61599856789232,98.61599856789232,0.0,0.0,0.0,1226.6555856174975
5,2016-01-06,1127.431971714183,-134.40580009262504,2572.4244422837487,1127.431971714183,1127.431971714183,73.48262122623805,73.48262122623805,73.48262122623805,1.330152008209014,1.330152008209014,1.330152008209014,72.15246921802904,72.15246921802904,72.15246921802904,0.0,0.0,0.0,1200.914592940421
6,2016-01-07,1122.6626928786195,-299.81517676045786,2485.899675540159,1122.6626928786195,1122.6626928786195,29.486512505171877,29.486512505171877,29.486512505171877,-18.355879991450845,-18.355879991450845,-18.355879991450845,47.84239249662272,47.84239249662272,47.84239249662272,0.0,0.0,0.0,1152.1492053837915
7,2016-01-08,1117.8934140430563,-151.16823882746255,2616.4534177450237,1117.8934140430563,1117.8934140430563,21.949813751076164,21.949813751076164,21.949813751076164,-3.459731463528441,-3.459731463528441,-3.459731463528441,25.409545214604606,25.409545214604606,25.409545214604606,0.0,0.0,0.0,1139.8432277941324
8,2016-01-09,1113.124135207493,-251.62903776367835,2597.2706047548418,1113.124135207493,1113.124135207493,19.641742212658887,19.641742212658887,19.641742212658887,15.15056685782912,15.15056685782912,15.15056685782912,4.491175354829768,4.491175354829768,4.491175354829768,0.0,0.0,0.0,1132.765877420152
9,2016-01-10,1108.3548563719294,-273.3131676499604,2590.603432176495,1108.3548563719294,1108.3548563719294,-24.384049424073197,-24.384049424073197,-24.384049424073197,-9.039748739929355,-9.039748739929355,-9.039748739929355,-15.344300684143846,-15.344300684143846,-15.344300684143846,0.0,0.0,0.0,1083.970806947856
10,2016-01-11,1103.5855775363661,-325.6163281121508,2522.5776859853227,1103.5855775363661,1103.5855775363661,-16.041349438585836,-16.041349438585836,-16.041349438585836,18.536304828889218,18.536304828889218,18.536304828889218,-34.577654267475054,-34.577654267475054,-34.577654267475054,0.0,0.0,0.0,1087.5442280977802
11,2016-01-12,1098.8162987008027,-215.74194535462559,2453.6126100157417,1098.8162987008027,1098.8162987008027,-57.8795322855048,-57.8795322855048,-57.8795322855048,-4.161663500175791,-4.161663500175791,-4.161663500175791,-53.71786878532901,-53.71786878532901,-53.71786878532901,0.0,0.0,0.0,1040.9367664152978
12,2016-01-13,1094.0470198652392,-428.0753062064183,2384.8624565049804,1094.0470198652392,1094.0470198652392,-71.95032986516848,-71.95032986516848,-71.95032986516848,1.3301520082516827,1.3301520082516827,1.3301520082516827,-73.28048187342016,-73.28048187342016,-73.28048187342016,0.0,0.0,0.0,1022.0966900000708
13,2016-01-14,1089.277741029676,-451.056916939737,2378.4527061519134,1089.277741029676,1089.277741029676,-112.12179204377549,-112.12179204377549,-112.12179204377549,-18.355879991345063,-18.355879991345063,-18.355879991345063,-93.76591205243041,-93.76591205243041,-93.76591205243041,0.0,0.0,0.0,977.1559489859005
14,2016-01-15,1084.5084621941126,-393.2853838743248,2345.936543496801,1084.5084621941126,1084.5084621941126,-119.0981652723139,-119.0981652723139,-119.0981652723139,-3.4597314634779894,-3.4597314634779894,-3.4597314634779894,-115.63843380883591,-115.63843380883591,-115.63843380883591,0.0,0.0,0.0,965.4102969217986
15,2016-01-16,1079.739183358549,-520.0394009883822,2317.8788509638885,1079.739183358549,1079.739183358549,-124.15587690510905,-124.15587690510905,-124.15587690510905,15.150566857921616,15.150566857921616,15.150566857921616,-139.30644376303067,-139.30644376303067,-139.30644376303067,0.0,0.0,0.0,955.5833064534401
16,2016-01-17,1074.9699045229859,-439.7764947840005,2266.212025086295,1074.9699045229859,1074.9699045229859,-174.14436965964484,-174.14436965964484,-174.14436965964484,-9.039748739941857,-9.039748739941857,-9.039748739941857,-165.10462091970297,-165.10462091970297,-165.10462091970297,0.0,0.0,0.0,900.8255348633411
17,2016-01-18,1070.2006256874224,-451.09656450091313,2301.1703563719766,1070.2006256874224,1070.2006256874224,-174.7422223753414,-174.7422223753414,-174.7422223753414,18.53630482889539,18.53630482889539,18.53630482889539,-193.2785272042368,-193.2785272042368,-193.2785272042368,0.0,0.0,0.0,895.458403312081
18,2016-01-19,1065.4313468518592,-518.6206833521607,2259.9756750716606,1065.4313468518592,1065.4313468518592,-228.13378570719104,-228.13378570719104,-228.13378570719104,-4.16166350014417,-4.16166350014417,-4.16166350014417,-223.97212220704688,-223.97212220704688,-223.97212220704688,0.0,0.0,0.0,837.2975611446682
19,2016-01-20,1060.6620680162957,-599.8387060118347,2156.10799156714,1060.6620680162957,1060.6620680162957,-255.8884283181794,-255.8884283181794,-255.8884283181794,1.3301520081859837,1.3301520081859837,1.3301520081859837,-257.2185803263654,-257.2185803263654,-257.2185803263654,0.0,0.0,0.0,804.7736396981163
